TreeType,Scenario,PrebuildElements,FinalElements,InsertElements,InsertTime(ns),AvgPerBlock(ns),InsertTimeBuckets,MemAllocMB,TotalAllocMB,HeapObjects,CreatedHeapObjects,FreedHeapObjects,NetLiveHeapObjectChange,InclusionProofTotal(ns),InclusionProofGen(ns),InclusionProofSize(bytes),InclusionProofVerify(ns),ExclusionProofTotal(ns),ExclusionProofGen(ns),ExclusionProofSize(bytes),ExclusionProofVerify(ns),DeleteElements,DeleteTime(ns),AvgDeletePerBlock(ns),DeleteMemAllocMB,DeleteTotalAllocMB,DeleteHeapObjects,DeletesCreatedHeapObjects,DeletesFreedHeapObjects,DeletesNetLiveHeapObjectChange
smt,insert_only_build_25m,0,25000000,25000000,202808309053,8112,"0-10%=5.26µs(n=2500000)|10-20%=6.609µs(n=2500000)|20-30%=7.374µs(n=2500000)|30-40%=7.839µs(n=2500000)|40-50%=8.43µs(n=2500000)|50-60%=8.528µs(n=2500000)|60-70%=8.663µs(n=2500000)|70-80%=8.885µs(n=2500000)|80-90%=9.847µs(n=2500000)|90-100%=9.683µs(n=2500000)",13364.39,17129.47,299281298,450000907,150720298,299280609,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_10k,0,10000,10000,15075195,1507,"0-10%=1.134µs(n=1000)|10-20%=1.283µs(n=1000)|20-30%=1.933µs(n=1000)|30-40%=1.484µs(n=1000)|40-50%=1.438µs(n=1000)|50-60%=1.27µs(n=1000)|60-70%=2.189µs(n=1000)|70-80%=1.42µs(n=1000)|80-90%=1.357µs(n=1000)|90-100%=1.562µs(n=1000)",4.99,6.73,129852,180022,60873,119149,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_50k,0,50000,50000,79488148,1589,"0-10%=1.439µs(n=5000)|10-20%=1.622µs(n=5000)|20-30%=1.661µs(n=5000)|30-40%=1.683µs(n=5000)|40-50%=1.666µs(n=5000)|50-60%=1.364µs(n=5000)|60-70%=1.831µs(n=5000)|70-80%=1.477µs(n=5000)|80-90%=1.536µs(n=5000)|90-100%=1.615µs(n=5000)",28.09,33.57,646478,899990,254154,645836,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_100k,0,100000,100000,160387107,1603,"0-10%=1.645µs(n=10000)|10-20%=1.583µs(n=10000)|20-30%=1.513µs(n=10000)|30-40%=1.709µs(n=10000)|40-50%=1.643µs(n=10000)|50-60%=1.398µs(n=10000)|60-70%=1.734µs(n=10000)|70-80%=1.559µs(n=10000)|80-90%=1.57µs(n=10000)|90-100%=1.678µs(n=10000)",49.94,67.18,1286428,1800034,614222,1185812,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_200k,0,200000,200000,329944637,1649,"0-10%=1.449µs(n=20000)|10-20%=1.598µs(n=20000)|20-30%=1.703µs(n=20000)|30-40%=1.605µs(n=20000)|40-50%=1.85µs(n=20000)|50-60%=1.463µs(n=20000)|60-70%=1.553µs(n=20000)|70-80%=1.59µs(n=20000)|80-90%=1.933µs(n=20000)|90-100%=1.749µs(n=20000)",94.35,134.32,2391681,3600039,1408975,2191064,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_300k,0,300000,300000,535208533,1784,"0-10%=1.542µs(n=30000)|10-20%=1.612µs(n=30000)|20-30%=1.704µs(n=30000)|30-40%=1.82µs(n=30000)|40-50%=1.898µs(n=30000)|50-60%=1.689µs(n=30000)|60-70%=1.961µs(n=30000)|70-80%=1.786µs(n=30000)|80-90%=1.859µs(n=30000)|90-100%=1.963µs(n=30000)",169.09,201.44,3891170,5400005,1509493,3890512,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_500k,0,500000,500000,932024847,1864,"0-10%=1.634µs(n=50000)|10-20%=1.698µs(n=50000)|20-30%=1.907µs(n=50000)|30-40%=1.838µs(n=50000)|40-50%=2.099µs(n=50000)|50-60%=1.683µs(n=50000)|60-70%=1.783µs(n=50000)|70-80%=2.091µs(n=50000)|80-90%=1.82µs(n=50000)|90-100%=2.082µs(n=50000)",241.77,335.73,6171915,9000043,3328761,5671282,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_700k,0,700000,700000,1302285920,1860,"0-10%=1.645µs(n=70000)|10-20%=1.702µs(n=70000)|20-30%=1.878µs(n=70000)|30-40%=1.851µs(n=70000)|40-50%=2.112µs(n=70000)|50-60%=1.681µs(n=70000)|60-70%=1.802µs(n=70000)|70-80%=1.831µs(n=70000)|80-90%=2.148µs(n=70000)|90-100%=1.95µs(n=70000)",333.35,470.01,8472618,12600042,4828063,7771979,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_900k,0,900000,900000,1723108213,1914,"0-10%=1.667µs(n=90000)|10-20%=1.745µs(n=90000)|20-30%=1.914µs(n=90000)|30-40%=1.926µs(n=90000)|40-50%=2.144µs(n=90000)|50-60%=1.755µs(n=90000)|60-70%=1.835µs(n=90000)|70-80%=2.192µs(n=90000)|80-90%=1.883µs(n=90000)|90-100%=2.082µs(n=90000)",441.32,604.28,11310353,16200044,5790332,10409712,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,prehashed_ordered_insert_only_1m,0,1000000,1000000,1928388844,1928,"0-10%=1.681µs(n=100000)|10-20%=1.744µs(n=100000)|20-30%=1.924µs(n=100000)|30-40%=1.892µs(n=100000)|40-50%=2.139µs(n=100000)|50-60%=1.732µs(n=100000)|60-70%=1.937µs(n=100000)|70-80%=2.154µs(n=100000)|80-90%=1.946µs(n=100000)|90-100%=2.131µs(n=100000)",489.41,671.44,12535921,18000046,6464771,11535275,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
